AN Cook (c)	IR Bell	GS Ballance	EJG Morgan	JE Root	RS Bopara	JC Buttler †	CJ Jordan	JC Tredwell, JM Anderson, HF Gurney
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	LD Chandimal	KMDN Kulasekara	NLTC Perera	SMSM Senanayake	SL Malinga	RAS Lakmal	

SL Malinga,	KMDN Kulasekara,	RAS Lakmal,	NLTC Perera,	AD Mathews,	SMSM Senanayake,	
JM Anderson,	HF Gurney,	CJ Jordan,	JE Root,	RS Bopara,	JC Tredwell,	
