J Charles	ADS Fletcher	J Blackwood	DM Bravo	MN Samuels	D Ramdin †	JL Carter	JO Holder (c)	CR Brathwaite	SP Narine	R Rampaul	
MDKJ Perera †	TM Dilshan	HDRL Thirimanne	LD Chandimal	AD Mathews (c)	TAM Siriwardana	GSNFG Jayasuriya	PVD Chameera, BAW Mendis, SL Malinga, RAS Lakmal

SL Malinga,	RAS Lakmal,	PVD Chameera,	TAM Siriwardana,	BAW Mendis,	AD Mathews,	
R Rampaul,	SP Narine,	JO Holder,	CR Brathwaite,	J Blackwood,	JL Carter,	
