ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	RP Arnold	TM Dilshan	SI de Saram	UDU Chandana	WPUJC Vaas	GP Wickramasinghe, M Muralitharan
Saeed Anwar (c)	Aamer Sohail	Imran Abbas	Mohammad Yousuf	Wasim Akram	Moin Khan †	Younis Khan	Abdul Razzaq	Yasir Arafat	Saqlain Mushtaq	Shahid Nazir	
Wasim Akram,	Shahid Nazir,	Abdul Razzaq,	Saqlain Mushtaq,	Aamer Sohail,	Yasir Arafat,	
WPUJC Vaas,	GP Wickramasinghe,	RP Arnold,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	
