MH Cross †	CS MacLeod	MW Machan	PL Mommsen (c)	FRJ Coleman	RD Berrington	RML Taylor	MM Iqbal, SM Sharif, RM Haq, I Wardlaw
Salman Faris	Amjad Ali	Khurram Khan (c)	Shaiman Anwar	SP Patil †	Rohan Mustafa	V Shetty	Amjad Javed	Ahmed Raza	Kamran Shazad	AM Guruge	

AM Guruge,	Amjad Javed,	Ahmed Raza,	Kamran Shazad,	Khurram Khan,	Rohan Mustafa,	
I Wardlaw,	RML Taylor,	CS MacLeod,	RM Haq,	SM Sharif,	MW Machan,	
