AM Rahane (c)	M Vijay	AT Rayudu	MK Tiwary	RV Uthappa †	STR Binny	KM Jadhav	Harbhajan Singh	AR Patel	B Kumar	DS Kulkarni
V Sibanda	CJ Chibhabha	H Masakadza	E Chigumbura (c)	SC Williams	Sikandar Raza	R Mutumbami †	AG Cremer	N Madziva	DT Tiripano	BV Vitori	

BV Vitori,	DT Tiripano,	N Madziva,	SC Williams,	AG Cremer,	CJ Chibhabha,	H Masakadza,	Sikandar Raza,	
B Kumar,	DS Kulkarni,	Harbhajan Singh,	STR Binny,	AR Patel,	M Vijay,	
