JJ Roy	AD Hales	JE Root	JC Buttler †	EJG Morgan (c)	JWA Taylor	MM Ali	CR Woakes, AU Rashid, DJ Willey, RJW Topley
Azhar Ali (c)	Ahmed Shehzad	Mohammad Hafeez	Babar Azam	Shoaib Malik	Mohammad Rizwan	Sarfraz Ahmed †	Anwar Ali	Wahab Riaz	Yasir Shah	Mohammad Irfan	

Mohammad Irfan,	Anwar Ali,	Wahab Riaz,	Yasir Shah,	Shoaib Malik,	Azhar Ali,	
DJ Willey,	RJW Topley,	CR Woakes,	MM Ali,	AU Rashid,	
