MJ Guptill	TWM Latham	KS Williamson (c)	C Munro	GD Elliott	JDS Neesham	L Ronchi †	NL McCullum	MJ McClenaghan, BM Wheeler, IS Sodhi
H Masakadza	CJ Chibhabha	CR Ervine	E Chigumbura (c)	SC Williams	Sikandar Raza	RW Chakabva †	AG Cremer	N Madziva	T Panyangara	J Nyumbu	

T Panyangara,	N Madziva,	J Nyumbu,	CJ Chibhabha,	AG Cremer,	Sikandar Raza,	SC Williams,	
BM Wheeler,	NL McCullum,	MJ McClenaghan,	JDS Neesham,	GD Elliott,	IS Sodhi,	KS Williamson,	
