WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	A Balbirnie	KJ O'Brien	GC Wilson †	SR Thompson	JF Mooney	GH Dockrell	AR Cusack	
RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina, MS Dhoni (c) †, RA Jadeja, R Ashwin, Mohammed Shami, MM Sharma, UT Yadav
