AJ Finch	DA Warner	SR Watson	MJ Clarke (c)	SPD Smith	GJ Maxwell	MR Marsh	BJ Haddin †	MG Johnson	MA Starc	PJ Cummins	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	AF Milne	TG Southee	TA Boult	
