Saeed Anwar	Imran Nazir	Shahid Afridi	Mohammad Yousuf	Inzamam-ul-Haq	Moin Khan (c) †	Abdul Razzaq, Wasim Akram, Azhar Mahmood, Arshad Khan, Mohammad Akram
ST Jayasuriya (c)	RS Kaluwitharana †	WPUJC Vaas	MS Atapattu	PA de Silva	RP Arnold	DPMD Jayawardene	UDU Chandana	DNT Zoysa	M Muralitharan	K Weeraratne	
WPUJC Vaas,	DNT Zoysa,	K Weeraratne,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	
Wasim Akram,	Mohammad Akram,	Abdul Razzaq,	Azhar Mahmood,	Arshad Khan,	Shahid Afridi,	
