ADR Campbell	DA Marillier	SV Carlisle	A Flower †	GW Flower	GJ Whittall	HH Streak (c)	DP Viljoen	TJ Friend	BA Murphy, HK Olonga
SC Ganguly (c)	SR Tendulkar	R Dravid	Yuvraj Singh	HK Badani	RS Sodhi	V Dahiya †	SB Joshi	AB Agarkar	BKV Prasad, Z Khan
Z Khan,	BKV Prasad,	AB Agarkar,	SB Joshi,	RS Sodhi,	SR Tendulkar,	
TJ Friend,	HK Olonga,	HH Streak,	BA Murphy,	DP Viljoen,	GW Flower,	
