Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Abdul Razzaq	Wasim Akram	Waqar Younis	Shoaib Akhtar	Arshad Khan	
G Kirsten	HH Gibbs	ND McKenzie	MV Boucher †	DM Benkenstein	L Klusener	SM Pollock (c)	PC Strydom	DN Crookes	M Hayward	CM Willoughby	
SM Pollock,	CM Willoughby,	M Hayward,	L Klusener,	DN Crookes,	PC Strydom,	
Wasim Akram,	Waqar Younis,	Shoaib Akhtar,	Shahid Afridi,	Abdul Razzaq,	
