MDKJ Perera	TM Dilshan	KC Sangakkara †	HDRL Thirimanne	DPMD Jayawardene	AD Mathews (c)	SMA Priyanjan	KMDN Kulasekara	SMSM Senanayake	BAW Mendis	SL Malinga	
HM Amla	Q de Kock †	JH Kallis	AB de Villiers (c)	JP Duminy	DA Miller	R McLaren	VD Philander	DW Steyn	M Morkel	Imran Tahir	

DW Steyn,	VD Philander,	JP Duminy,	M Morkel,	R McLaren,	Imran Tahir,	
SL Malinga,	KMDN Kulasekara,	SMSM Senanayake,	AD Mathews,	BAW Mendis,	TM Dilshan,	SMA Priyanjan,	
