PJ Moor	R Mutumbami †	H Masakadza	CR Ervine	E Chigumbura (c)	Sikandar Raza	MN Waller	LM Jongwe	AG Cremer	WP Masakadza, T Muzarabani
Noor Ali Zadran	Mohammad Shahzad †	Mohammad Nabi	Nawroz Mangal	Asghar Stanikzai (c)	Samiullah Shenwari	Najibullah Zadran	Mirwais Ashraf	Dawlat Zadran, Amir Hamza, Rokhan Barakzai

Amir Hamza,	Dawlat Zadran,	Mirwais Ashraf,	Mohammad Nabi,	Rokhan Barakzai,	Samiullah Shenwari,	
LM Jongwe,	T Muzarabani,	WP Masakadza,	H Masakadza,	AG Cremer,	Sikandar Raza,	E Chigumbura,	
