RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	Harbhajan Singh	AR Patel	B Kumar	MM Sharma, A Mishra
Q de Kock †	HM Amla	F du Plessis	AB de Villiers (c)	DA Miller	F Behardien	CH Morris	AM Phangiso	DW Steyn	K Rabada	Imran Tahir	

DW Steyn,	K Rabada,	CH Morris,	AM Phangiso,	Imran Tahir,	F Behardien,	
B Kumar,	MM Sharma,	Harbhajan Singh,	AR Patel,	A Mishra,	
