Noor Ali Zadran	Mohammad Shahzad †	Mohammad Nabi	Nawroz Mangal	Asghar Stanikzai (c)	Samiullah Shenwari	Najibullah Zadran	Mirwais Ashraf	Dawlat Zadran	Amir Hamza	Yamin Ahmadzai	
PJ Moor	CJ Chibhabha	CR Ervine	R Mutumbami †	E Chigumbura (c)	Sikandar Raza	MN Waller	LM Jongwe	AG Cremer	WP Masakadza	T Muzarabani	

LM Jongwe,	T Muzarabani,	WP Masakadza,	AG Cremer,	Sikandar Raza,	CJ Chibhabha,	
Amir Hamza,	Dawlat Zadran,	Mirwais Ashraf,	Samiullah Shenwari,	Mohammad Nabi,	Yamin Ahmadzai,	
