WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien †	A Balbirnie	GC Wilson	KJ O'Brien	JF Mooney	GH Dockrell	AR McBrine, TJ Murtagh
CJ Chibhabha	R Mutumbami †	CR Ervine	SC Williams	CT Mutombodzi	Sikandar Raza	E Chigumbura (c)	J Nyumbu, WP Masakadza, T Panyangara, LM Jongwe

T Panyangara,	LM Jongwe,	CJ Chibhabha,	J Nyumbu,	Sikandar Raza,	SC Williams,	WP Masakadza,	
JF Mooney,	TJ Murtagh,	KJ O'Brien,	AR McBrine,	GH Dockrell,	PR Stirling,	
