MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	TG Southee	MJ Henry	TA Boult	
DA Warner	AJ Finch	SPD Smith	MJ Clarke (c)	SR Watson	GJ Maxwell, JP Faulkner, BJ Haddin †, MG Johnson, MA Starc, JR Hazlewood
