HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	MDKJ Perera	NLTC Perera	S Prasanna	KMDN Kulasekara	SL Malinga	PVD Chameera	
KJ Coetzer	CS MacLeod	MW Machan	PL Mommsen (c)	FRJ Coleman	RD Berrington	MA Leask	MH Cross †	RML Taylor	JH Davey	AC Evans	

RML Taylor,	AC Evans,	JH Davey,	RD Berrington,	MA Leask,	KJ Coetzer,	MW Machan,	
SL Malinga,	KMDN Kulasekara,	NLTC Perera,	TM Dilshan,	S Prasanna,	PVD Chameera,	
