Mohammad Hafeez	Ahmed Shehzad	Younis Khan	Asad Shafiq	Shahid Afridi (c)	Haris Sohail	Umar Akmal	Sarfraz Ahmed †	Sohail Tanvir	Wahab Riaz, Mohammad Irfan
MJ Guptill	AP Devcich	KS Williamson (c)	LRPL Taylor	TWM Latham	CJ Anderson	L Ronchi †	JDS Neesham	NL McCullum	MJ Henry	MJ McClenaghan	

MJ Henry,	MJ McClenaghan,	CJ Anderson,	JDS Neesham,	NL McCullum,	AP Devcich,	
Sohail Tanvir,	Mohammad Irfan,	Wahab Riaz,	Shahid Afridi,	Haris Sohail,	Ahmed Shehzad,	
