Noor Ali Zadran	Usman Ghani	Rahmat Shah	Hashmatullah Shahidi	Samiullah Shenwari	Mohammad Nabi (c)	Shafiqullah †	Gulbadin Naib	Dawlat Zadran	Sharafuddin Ashraf, Shapoor Zadran
H Masakadza	Sikandar Raza	BRM Taylor (c)	SC Williams	E Chigumbura, MN Waller, RW Chakabva †, P Utseya, SW Masakadza, DT Tiripano, T Panyangara

T Panyangara,	DT Tiripano,	SW Masakadza,	H Masakadza,	P Utseya,	SC Williams,	Sikandar Raza,	MN Waller,	
Shapoor Zadran,	Sharafuddin Ashraf,	Dawlat Zadran,	Mohammad Nabi,	Rahmat Shah,	Gulbadin Naib,	Samiullah Shenwari,	
