Anshuman Rath	KD Shah	Babar Hayat	MS Chapman	Nizakat Khan	Tanwir Afzal (c)	Waqas Barkat	C Carter †, Haseeb Amjad, Nadeem Ahmed, Aizaz Khan
Asif Iqbal(1)	Amjad Ali	Shaiman Anwar	SP Patil †	Umair Ali	L Sreekumar	Abdul Shakoor	Ahmed Raza (c)	Nasir Aziz	Y Punja	Zaheer Maqsood	

Y Punja,	Umair Ali,	Nasir Aziz,	Zaheer Maqsood,	Ahmed Raza,	Asif Iqbal(1),	
Tanwir Afzal,	Haseeb Amjad,	Aizaz Khan,	Anshuman Rath,	Nadeem Ahmed,	Waqas Barkat,	
