Mohammad Shahzad †	Karim Sadiq	Najibullah Zadran	Asghar Stanikzai	Nawroz Mangal	Mohammad Nabi (c)	Samiullah Shenwari	Mirwais Ashraf	Hamid Hassan, Shapoor Zadran, Amir Hamza
Anamul Haque †	Shamsur Rahman	Mominul Haque	Mushfiqur Rahim (c)	Nasir Hossain	Naeem Islam	Ziaur Rahman	Abdur Razzak	Arafat Sunny	Rubel Hossain	Sohag Gazi	

Rubel Hossain,	Abdur Razzak,	Arafat Sunny,	Sohag Gazi,	Nasir Hossain,	Mominul Haque,	Ziaur Rahman,	
Shapoor Zadran,	Hamid Hassan,	Karim Sadiq,	Mirwais Ashraf,	Mohammad Nabi,	Amir Hamza,	Samiullah Shenwari,	
