ST Jayasuriya (c)	PA de Silva	MS Atapattu	DPMD Jayawardene	RP Arnold	RS Kaluwitharana †	UDU Chandana	WPUJC Vaas	K Weeraratne	M Muralitharan	KSC de Silva	
Imran Nazir	Mohammad Wasim	Mohammad Yousuf	Inzamam-ul-Haq	Shahid Afridi	Shoaib Malik, Moin Khan (c) †, Shabbir Ahmed, Azhar Mahmood, Mohammad Akram, Arshad Khan
Shabbir Ahmed,	Mohammad Akram,	Azhar Mahmood,	Arshad Khan,	Shoaib Malik,	Shahid Afridi,	
WPUJC Vaas,	KSC de Silva,	K Weeraratne,	PA de Silva,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	
