Javed Ahmadi	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Najibullah Zadran	Afsar Zazai †	Mirwais Ashraf	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	FDM Karunaratne	DPMD Jayawardene	AD Mathews (c)	BMAJ Mendis	NLTC Perera	HMRKB Herath, SL Malinga, RAS Lakmal

SL Malinga,	RAS Lakmal,	AD Mathews,	NLTC Perera,	HMRKB Herath,	BMAJ Mendis,	
Dawlat Zadran,	Shapoor Zadran,	Hamid Hassan,	Mirwais Ashraf,	Mohammad Nabi,	Asghar Stanikzai,	Samiullah Shenwari,	
