G Kirsten	HH Gibbs	ND McKenzie	JH Kallis	JN Rhodes	DJ Callaghan	MV Boucher †	L Klusener	SM Pollock (c)	M Hayward	M Ntini	
AC Gilchrist †	ME Waugh	S Lee	DR Martyn	MG Bevan	A Symonds	IJ Harvey	SR Waugh (c), SK Warne, B Lee, GD McGrath
GD McGrath,	B Lee,	S Lee,	IJ Harvey,	SK Warne,	A Symonds,	
SM Pollock,	JH Kallis,	M Hayward,	M Ntini,	
