SR Tendulkar (c)	SC Ganguly	R Dravid	HH Kanitkar	RR Singh	JJ Martin	J Srinath	SS Dighe †	A Kumble, BKV Prasad, DS Mohanty
Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Abdul Razzaq	Azhar Mahmood	Wasim Akram (c)	Saqlain Mushtaq	Shoaib Akhtar	
Wasim Akram,	Shoaib Akhtar,	Abdul Razzaq,	Azhar Mahmood,	Saqlain Mushtaq,	Shahid Afridi,	
J Srinath,	DS Mohanty,	BKV Prasad,	RR Singh,	A Kumble,	
