MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori, TG Southee, AF Milne, TA Boult
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	FDM Karunaratne	AD Mathews (c)	BMAJ Mendis	KMDN Kulasekara	HMRKB Herath	SL Malinga	RAS Lakmal	

KMDN Kulasekara,	SL Malinga,	AD Mathews,	HMRKB Herath,	TM Dilshan,	RAS Lakmal,	BMAJ Mendis,	
TG Southee,	TA Boult,	AF Milne,	DL Vettori,	GD Elliott,	KS Williamson,	CJ Anderson,	
