Sharjeel Khan	Ahmed Shehzad	Mohammad Hafeez	Sohaib Maqsood	Misbah-ul-Haq (c)	Umar Akmal †	Shahid Afridi	Anwar Ali	Umar Gul	Saeed Ajmal	Junaid Khan
Mohammad Shahzad †	Noor Ali Zadran	Asghar Stanikzai	Nawroz Mangal	Mohammad Nabi (c)	Najibullah Zadran	Samiullah Shenwari	Mirwais Ashraf	Dawlat Zadran	Shapoor Zadran	Amir Hamza	
