AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	S Lee	IJ Harvey	DR Martyn, SK Warne, B Lee, GD McGrath
G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	JN Rhodes	L Klusener	ND McKenzie	MV Boucher †	SM Pollock (c)	M Hayward, R Telemachus
SM Pollock,	R Telemachus,	JH Kallis,	M Hayward,	L Klusener,	AJ Hall,	
GD McGrath,	B Lee,	IJ Harvey,	S Lee,	SK Warne,	
