Noor Ali Zadran	Usman Ghani	Rahmat Shah	Hashmatullah Shahidi	Samiullah Shenwari	Mohammad Nabi (c)	Shafiqullah †	Dawlat Zadran, Mirwais Ashraf, Amir Hamza, Shapoor Zadran
Amjad Ali	Salman Faris	Shaiman Anwar	SP Patil †	Khurram Khan (c)	Mohammad Shahzad	Krishna Chandran	Fayyaz Ahmed	Irfan Sajid	Mohammad Naveed	Ahmed Raza	

Mohammad Naveed,	Mohammad Shahzad,	Krishna Chandran,	Fayyaz Ahmed,	Irfan Sajid,	Khurram Khan,	Ahmed Raza,	
Shapoor Zadran,	Dawlat Zadran,	Mirwais Ashraf,	Mohammad Nabi,	Amir Hamza,	Hashmatullah Shahidi,	Rahmat Shah,	
