HH Gibbs	LJ Koen	JH Kallis	ND McKenzie	WJ Cronje (c)	JN Rhodes	MV Boucher †	L Klusener	SM Pollock	HS Williams, M Hayward
NC Johnson	GW Flower	CB Wishart	ADR Campbell	MW Goodwin	A Flower (c) †	SV Carlisle	GJ Whittall	HH Streak	GB Brent	HK Olonga
HK Olonga,	NC Johnson,	HH Streak,	GB Brent,	GW Flower,	GJ Whittall,	
SM Pollock,	M Hayward,	HS Williams,	JH Kallis,	L Klusener,	
