R Dravid	SR Tendulkar	VG Kambli	SC Ganguly (c)	Yuvraj Singh	RR Singh	V Dahiya †	SB Joshi	AB Agarkar	Z Khan	BKV Prasad
ADR Campbell	DA Marillier	SV Carlisle	A Flower †	GW Flower	GJ Whittall	DP Viljoen	HH Streak (c)	BC Strang, M Mbangwa, TJ Friend
HH Streak,	BC Strang,	TJ Friend,	M Mbangwa,	DP Viljoen,	GW Flower,	ADR Campbell,	
Z Khan,	BKV Prasad,	AB Agarkar,	SB Joshi,	Yuvraj Singh,	RR Singh,	SR Tendulkar,	
