PA Wallace	SL Campbell	CH Gayle	JC Adams (c)	RL Powell	RD Jacobs †	WW Hinds	FA Rose	M Dillon	CEL Ambrose	RD King	
NC Johnson	GW Flower	SV Carlisle	MW Goodwin	A Flower (c) †	ADR Campbell	CB Wishart	HH Streak	ML Nkala	GB Brent	HK Olonga	
HH Streak,	HK Olonga,	GB Brent,	ML Nkala,	GW Flower,	NC Johnson,	MW Goodwin,	
CEL Ambrose,	RD King,	M Dillon,	FA Rose,	CH Gayle,	JC Adams,	RL Powell,	
