IA Karim †	AA Obanda	RG Aga	CO Obuya	MA Ouma	RR Patel (c)	TM Odoyo	NN Odhiambo	HA Varaiya	SO Ngoche	E Otieno	
MH Cross †	CS MacLeod	MW Machan	PL Mommsen (c)	FRJ Coleman	RD Berrington	MA Leask	RML Taylor	SM Sharif	RM Haq, I Wardlaw

RML Taylor,	I Wardlaw,	SM Sharif,	RM Haq,	CS MacLeod,	MW Machan,	
NN Odhiambo,	E Otieno,	HA Varaiya,	RG Aga,	SO Ngoche,	TM Odoyo,	
