MJ Guptill	JD Ryder	KS Williamson	LRPL Taylor	CJ Anderson	BB McCullum (c)	L Ronchi †	NL McCullum	KD Mills	TG Southee, MJ McClenaghan
S Dhawan	RG Sharma	V Kohli	AM Rahane	MS Dhoni (c) †	SK Raina	RA Jadeja	R Ashwin	B Kumar	Mohammed Shami	I Sharma	

B Kumar,	Mohammed Shami,	I Sharma,	RA Jadeja,	V Kohli,	R Ashwin,	SK Raina,	
KD Mills,	MJ McClenaghan,	TG Southee,	NL McCullum,	CJ Anderson,	
