Anamul Haque †	Shamsur Rahman	Mominul Haque	Mushfiqur Rahim (c)	Naeem Islam	Nasir Hossain	Ziaur Rahman	Sohag Gazi	Mashrafe Mortaza	Abdur Razzak, Rubel Hossain
RG Sharma	S Dhawan	V Kohli (c)	AM Rahane	AT Rayudu	KD Karthik †	RA Jadeja, R Ashwin, B Kumar, Mohammed Shami, VR Aaron
