Anshuman Rath	Waqas Barkat	Babar Hayat	MS Chapman	Nizakat Khan	Waqas Khan	C Carter †	Tanwir Afzal (c)	Aizaz Khan	Haseeb Amjad	Nadeem Ahmed
Amjad Ali	Usman Mushtaq	Shaiman Anwar	SP Patil †	L Sreekumar	Abdul Shakoor	Umair Ali	Nasir Aziz	Ahmed Raza (c)	Zaheer Maqsood	Qadeer Ahmed	

Qadeer Ahmed,	Umair Ali,	Nasir Aziz,	Ahmed Raza,	Zaheer Maqsood,	Usman Mushtaq,	
Tanwir Afzal,	Haseeb Amjad,	Aizaz Khan,	Nadeem Ahmed,	Anshuman Rath,	
