DR Smith	KOA Powell	KA Edwards	DM Bravo	LMP Simmons	DJ Bravo (c)	DJG Sammy	D Ramdin †	NO Miller	SP Narine	R Rampaul	
MJ Lumb	MM Ali	LJ Wright	JE Root	BA Stokes	JC Buttler †	RS Bopara	TT Bresnan	SCJ Broad (c)	JC Tredwell, SD Parry

JE Root,	SCJ Broad,	MM Ali,	JC Tredwell,	SD Parry,	TT Bresnan,	RS Bopara,	BA Stokes,	
DJ Bravo,	R Rampaul,	SP Narine,	NO Miller,	DJG Sammy,	DR Smith,	
