Tamim Iqbal	Anamul Haque	Imrul Kayes	Shamsur Rahman	Mushfiqur Rahim (c) †	Mahmudullah	Nasir Hossain	Sohag Gazi	Mashrafe Mortaza	Taskin Ahmed	Al-Amin Hossain
CH Gayle	KA Edwards	DM Bravo	LMP Simmons	D Ramdin †	DJ Bravo (c)	KA Pollard	JO Holder	SP Narine	R Rampaul, KAJ Roach

KAJ Roach,	R Rampaul,	JO Holder,	DJ Bravo,	SP Narine,	CH Gayle,	
Sohag Gazi,	Mashrafe Mortaza,	Mahmudullah,	Al-Amin Hossain,	Taskin Ahmed,	Nasir Hossain,	Shamsur Rahman,	
