HH Gibbs	ND McKenzie	JH Kallis	WJ Cronje (c)	JN Rhodes	SM Pollock	MV Boucher †	L Klusener	PC Strydom	S Elworthy	HS Williams	
N Hussain (c)	NV Knight	GA Hick	DL Maddy	MW Alleyne	C White	MA Ealham	CMW Read †	AR Caddick	D Gough	AD Mullally	
AR Caddick,	D Gough,	AD Mullally,	C White,	MA Ealham,	MW Alleyne,	
SM Pollock,	JH Kallis,	S Elworthy,	HS Williams,	L Klusener,	
