ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	RS Kaluwitharana †	WPUJC Vaas	UDU Chandana	DNT Zoysa	M Muralitharan	
Saeed Anwar	Imran Nazir	Mohammad Yousuf	Inzamam-ul-Haq, Ijaz Ahmed, Moin Khan (c) †, Abdul Razzaq, Wasim Akram, Azhar Mahmood, Saqlain Mushtaq, Arshad Khan
Wasim Akram,	Azhar Mahmood,	Abdul Razzaq,	Saqlain Mushtaq,	Arshad Khan,	
WPUJC Vaas,	DNT Zoysa,	RP Arnold,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	
