HM Amla (c)	Q de Kock †	F du Plessis	RR Rossouw	DA Miller	JP Duminy	F Behardien	CH Morris	K Rabada	KJ Abbott	Imran Tahir	
Tamim Iqbal	Soumya Sarkar	Liton Das	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †, Sabbir Rahman, Nasir Hossain, Mashrafe Mortaza (c), Rubel Hossain, Mustafizur Rahman

Mustafizur Rahman,	Mashrafe Mortaza,	Shakib Al Hasan,	Rubel Hossain,	Nasir Hossain,	Mahmudullah,	
KJ Abbott,	K Rabada,	CH Morris,	Imran Tahir,	JP Duminy,	F Behardien,	
