ME Waugh	AC Gilchrist †	RT Ponting	A Symonds	MG Bevan	SR Waugh (c)	S Lee	DR Martyn	SK Warne	B Lee, GD McGrath
Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Mohammad Yousuf	Mohammad Wasim	Azhar Mahmood	Moin Khan †	Wasim Akram (c)	Saqlain Mushtaq	Waqar Younis	Shoaib Akhtar	
Wasim Akram,	Shoaib Akhtar,	Waqar Younis,	Azhar Mahmood,	Saqlain Mushtaq,	Shahid Afridi,	
GD McGrath,	B Lee,	SK Warne,	S Lee,	A Symonds,	
