G Kirsten	AJ Hall	JH Kallis	ND McKenzie	JN Rhodes	MV Boucher †	L Klusener	N Boje	SM Pollock (c), R Telemachus, M Ntini
ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	UDU Chandana	WPUJC Vaas	DNT Zoysa, M Muralitharan, GP Wickramasinghe
WPUJC Vaas,	DNT Zoysa,	GP Wickramasinghe,	M Muralitharan,	UDU Chandana,	RP Arnold,	ST Jayasuriya,	
SM Pollock,	R Telemachus,	M Ntini,	JH Kallis,	L Klusener,	N Boje,	ND McKenzie,	
