HM Amla (c)	Q de Kock †	RR Rossouw	F du Plessis	DA Miller	F Behardien	WD Parnell	R McLaren	RJ Peterson, M Morkel, KJ Abbott
DA Warner	AJ Finch	SR Watson	SPD Smith	GJ Maxwell	GJ Bailey (c)	MS Wade †	JP Faulkner	PJ Cummins	MA Starc	JR Hazlewood

JR Hazlewood,	MA Starc,	PJ Cummins,	JP Faulkner,	GJ Maxwell,	SR Watson,	SPD Smith,	
M Morkel,	KJ Abbott,	WD Parnell,	R McLaren,	RJ Peterson,	F Behardien,	
