NC Johnson	GW Flower	SV Carlisle	MW Goodwin	A Flower (c) †	DP Viljoen	GJ Whittall	HH Streak	ML Nkala	BA Murphy	GB Brent	
Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Abdul Razzaq	Waqar Younis, Mushtaq Ahmed, Arshad Khan, Mohammad Akram
Waqar Younis,	Mohammad Akram,	Abdul Razzaq,	Arshad Khan,	Mushtaq Ahmed,	Shahid Afridi,	
HH Streak,	NC Johnson,	GB Brent,	ML Nkala,	BA Murphy,	DP Viljoen,	GW Flower,	
