MJ Lumb	MM Ali	BA Stokes	JE Root	EJG Morgan	JC Buttler †	RS Bopara	TT Bresnan	SCJ Broad (c), JC Tredwell, SD Parry
KOA Powell	DR Smith	DM Bravo	LMP Simmons	MN Samuels	D Ramdin †	DJ Bravo (c)	DJG Sammy	NO Miller	SP Narine	R Rampaul	

DJ Bravo,	R Rampaul,	DJG Sammy,	DR Smith,	SP Narine,	NO Miller,	MN Samuels,	LMP Simmons,	
JE Root,	SCJ Broad,	MM Ali,	SD Parry,	TT Bresnan,	JC Tredwell,	BA Stokes,	RS Bopara,	
