MDKJ Perera	TM Dilshan	HDRL Thirimanne	LD Chandimal †	AD Mathews (c)	TAM Siriwardana	NLTC Perera, SMA Priyanjan, SMSM Senanayake, RAS Lakmal, PLS Gamage
Azhar Ali (c)	Ahmed Shehzad	Mohammad Hafeez	Sarfraz Ahmed †	Shoaib Malik	Mohammad Rizwan	Imad Wasim	Anwar Ali	Yasir Shah	Rahat Ali	Mohammad Irfan	

Mohammad Irfan,	Anwar Ali,	Rahat Ali,	Imad Wasim,	Shoaib Malik,	Yasir Shah,	
PLS Gamage,	RAS Lakmal,	SMSM Senanayake,	NLTC Perera,	AD Mathews,	TAM Siriwardana,	
