Tamim Iqbal	Imrul Kayes	Mushfiqur Rahim †	Liton Das	Mahmudullah	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Arafat Sunny	Mustafizur Rahman	Al-Amin Hossain
CJ Chibhabha	RW Chakabva †	CR Ervine	SC Williams	E Chigumbura (c)	MN Waller	Sikandar Raza	LM Jongwe	AG Cremer	T Panyangara	T Muzarabani	
