Azhar Ali (c)	Ahmed Shehzad	Mohammad Hafeez	Sarfraz Ahmed †	Shoaib Malik	Mohammad Rizwan	Imad Wasim	Aamer Yamin	Wahab Riaz, Yasir Shah, Mohammad Irfan
BB Chari	CJ Chibhabha	H Masakadza	SC Williams	Sikandar Raza	E Chigumbura (c)	R Mutumbami †	LM Jongwe	AG Cremer	T Panyangara	J Nyumbu	

T Panyangara,	LM Jongwe,	CJ Chibhabha,	AG Cremer,	SC Williams,	J Nyumbu,	
Mohammad Irfan,	Aamer Yamin,	Imad Wasim,	Yasir Shah,	Wahab Riaz,	Shoaib Malik,	
