DJ Cullinan	G Kirsten	N Boje	JH Kallis	L Klusener	JN Rhodes	MV Boucher †, HH Dippenaar, SM Pollock (c), AA Donald, R Telemachus
CJ Nevin	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris	SB O'Connor	GI Allott	
SB O'Connor,	GI Allott,	CL Cairns,	SB Styris,	CZ Harris,	NJ Astle,	
SM Pollock,	R Telemachus,	AA Donald,	JH Kallis,	L Klusener,	N Boje,	
