N Hussain (c)	NV Knight	GA Hick	DL Maddy	VS Solanki	C White	MA Ealham	CMW Read †	AR Caddick	D Gough, AD Mullally
NC Johnson	ADR Campbell	SV Carlisle	MW Goodwin	A Flower (c) †	GW Flower	DP Viljoen	HH Streak	BC Strang	GB Brent	HK Olonga	
HH Streak,	BC Strang,	NC Johnson,	HK Olonga,	GW Flower,	GB Brent,	DP Viljoen,	ADR Campbell,	
AR Caddick,	D Gough,	AD Mullally,	C White,	MA Ealham,	GA Hick,	
