KJ Coetzer	CS MacLeod	MW Machan	PL Mommsen (c)	FRJ Coleman	RD Berrington	MH Cross †	JH Davey	RML Taylor	MA Leask	I Wardlaw	
MJ Clarke (c)	AJ Finch	SR Watson	JP Faulkner	DA Warner	SPD Smith, GJ Maxwell, BJ Haddin †, MG Johnson, MA Starc, PJ Cummins
