MH Cross †	CS MacLeod	HJW Gardiner	PL Mommsen (c)	RD Berrington	FRJ Coleman	JH Davey	MA Leask	SM Sharif	RM Haq	I Wardlaw	
A Balbirnie	J Anderson	AD Poynter	KJ O'Brien (c)	SR Thompson	AR McBrine, SW Poynter †, MC Sorensen, JF Mooney, CA Young, AR White
