ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara †	RP Arnold	WPUJC Vaas	UDU Chandana	HDPK Dharmasena, DNT Zoysa, M Muralitharan
G Kirsten	AJ Hall	JH Kallis	ND McKenzie	N Boje	JN Rhodes	MV Boucher †	L Klusener	SM Pollock (c)	PR Adams	DJ Terbrugge	
SM Pollock,	DJ Terbrugge,	PR Adams,	JH Kallis,	N Boje,	L Klusener,	
WPUJC Vaas,	DNT Zoysa,	RP Arnold,	HDPK Dharmasena,	M Muralitharan,	ST Jayasuriya,	UDU Chandana,	
