RG Sharma	S Dhawan	AM Rahane	V Kohli	MS Dhoni (c) †	SK Raina	AR Patel	B Kumar	Harbhajan Singh	UT Yadav	MM Sharma	
HM Amla	Q de Kock †	F du Plessis	JP Duminy	AB de Villiers (c)	DA Miller	F Behardien	DW Steyn	K Rabada	Imran Tahir	M Morkel	
