SC Ganguly (c)	SR Tendulkar	R Dravid	M Azharuddin	A Jadeja	SB Joshi	RR Singh	SS Dighe †	AB Agarkar	T Kumaran, A Kumble
G Kirsten	HH Gibbs	N Boje	JH Kallis	WJ Cronje (c)	DM Benkenstein	L Klusener	SM Pollock	MV Boucher †	PC Strydom	S Elworthy
SM Pollock,	S Elworthy,	WJ Cronje,	JH Kallis,	L Klusener,	N Boje,	DM Benkenstein,	PC Strydom,	
AB Agarkar,	T Kumaran,	SB Joshi,	A Kumble,	SR Tendulkar,	SC Ganguly,	R Dravid,	
