Amjad Ali	AR Berenger	Krishna Chandran	Khurram Khan	Shaiman Anwar	SP Patil †	Amjad Javed	Nasir Aziz	Mohammad Naveed	Mohammad Tauqir (c)	AM Guruge	
DR Smith	J Charles	MN Samuels	JL Carter	AD Russell	D Ramdin †	LMP Simmons, DJG Sammy, JO Holder (c), KAJ Roach, JE Taylor

JE Taylor,	JO Holder,	KAJ Roach,	AD Russell,	MN Samuels,	DJG Sammy,	DR Smith,	
Nasir Aziz,	Mohammad Naveed,	AM Guruge,	Mohammad Tauqir,	Amjad Javed,	
