S Sriram	SR Tendulkar	R Dravid (c)	HK Badani	Yuvraj Singh	V Sehwag	RS Sodhi	AB Agarkar	V Dahiya †, AR Kapoor, BKV Prasad
ADR Campbell	TN Madondo	GJ Rennie	A Flower †	GW Flower	GJ Whittall	DA Marillier	HH Streak (c)	ML Nkala	BC Strang	BA Murphy	
HH Streak,	BC Strang,	ML Nkala,	GW Flower,	BA Murphy,	ADR Campbell,	
BKV Prasad,	RS Sodhi,	AB Agarkar,	AR Kapoor,	S Sriram,	V Sehwag,	
