R Gunasekera	NR Kumar	AS Hansra (c)	Raza-ur-Rehman	TC Bastiampillai	Hamza Tariq †	Usman Limbada	Khurram Chohan	HS Baidwan	JOA Gordon	PA Desai	
SJ Myburgh	ES Szwarczynski	W Barresi †	PW Borren (c)	MR Swart, BN Cooper, MJG Rippon, Mudassar Bukhari, PM Seelaar, Ahsan Malik, VJ Kingma

MR Swart,	Mudassar Bukhari,	VJ Kingma,	PM Seelaar,	MJG Rippon,	Ahsan Malik,	PW Borren,	
JOA Gordon,	Raza-ur-Rehman,	NR Kumar,	PA Desai,	Khurram Chohan,	HS Baidwan,	AS Hansra,	
