MJ Guptill	TWM Latham	KS Williamson (c)	LRPL Taylor	GD Elliott	JDS Neesham	L Ronchi †, NL McCullum, MJ Henry, MJ McClenaghan, IS Sodhi
H Masakadza	CJ Chibhabha	CR Ervine	E Chigumbura (c)	SC Williams	RW Chakabva †, Sikandar Raza, AG Cremer, P Utseya, T Panyangara, CB Mpofu
