NC Johnson	ADR Campbell	SV Carlisle	MW Goodwin	A Flower (c) †	GW Flower	DP Viljoen	HH Streak	JA Rennie	GB Brent	HK Olonga	
N Hussain (c)	NV Knight	GA Hick	DL Maddy	VS Solanki	C White	MA Ealham	CMW Read †	AR Caddick	D Gough	AD Mullally	
AR Caddick,	D Gough,	AD Mullally,	C White,	MA Ealham,	
HH Streak,	JA Rennie,	HK Olonga,	GB Brent,	GW Flower,	DP Viljoen,	
