MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	L Ronchi †	MJ Santner	NL McCullum, TG Southee, MJ McClenaghan, TA Boult
JJ Roy	AD Hales	JE Root	EJG Morgan (c)	BA Stokes	JC Buttler †	SW Billings	AU Rashid	LE Plunkett	CJ Jordan	ST Finn	

ST Finn,	CJ Jordan,	LE Plunkett,	AU Rashid,	BA Stokes,	JE Root,	
TG Southee,	TA Boult,	MJ McClenaghan,	NL McCullum,	MJ Santner,	MJ Guptill,	GD Elliott,	
